PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
68.,68_4,09-04-2015,2014-2015,NON-IT Goods,"$1,750.00",USD,40' STORAGE CONTAINER,"$1,750.00",1.,Each,Container Alliance Co.,Storage shed,Prefabricated buildings and structures,Land and Buildings and Structures and Thoroughfares,Unspecified,Fish and Wildlife,Prefabricated commercial and industrial buildings and structures
71.,71_2,04-17-2015,2014-2015,NON-IT Goods,$439.56,USD,2-RAIL POST (END) WHITE,$13.32,33.,Each,Unknown,Wood fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 30 DAYS,Fish and Wildlife,Fencing
73.,73_1,04-13-2015,2014-2015,NON-IT Goods,"$4,172.66",USD,"formula, boiler feed","$2,086.33",2.,Each,GARRATT-CALLAHAN COMPANY,Boiler feed chemicals,Water and wastewater treatment supply and disposal,Cleaning Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Water treatment consumables
73.,73_6,04-13-2015,2014-2015,NON-IT Goods,$47.14,USD,molydbate,$23.57,2.,Each,GARRATT-CALLAHAN COMPANY,Boiler feed chemicals,Water and wastewater treatment supply and disposal,Cleaning Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Water treatment consumables
76.,76_3,04-13-2015,2014-2015,NON-IT Goods,$608.00,USD,STINGER RUBBER BALL GRENADE,$30.40,20.,Each,SUCCOR INTERNATIONAL,Weapon or explosives detectors and supplies,Law enforcement,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Security and control equipment
77.,77_3,04-13-2015,2014-2015,NON-IT Goods,"$1,600.00",USD,"DECAL , CHP ROOF TOP LETTERS, 18â w/3â STROKE, BLKMATTE  â2â 769000.0105",$3.20,500.,Each,Prison Industry Authority,Decals,Signage and accessories,Published Products,NET 45 DAYS,Highway Patrol,Labels
80.,80_1,04-13-2015,2014-2015,NON-IT Services,"$36,000.00",USD,Reconfiguration and relocation of modular furniture,"$36,000.00",1.,Each,Guerin,Office furniture installation service,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,PCARD,Public Utilities Commission,Interior finishing and furnishing and remodeling services
84.,84_1,04-14-2015,2014-2015,NON-IT Goods,$141.00,USD,39 X 64 FAUX WOOD BLINDS,$35.25,4.,Each,Unknown,Vertical blinds,Window treatments,Domestic Appliances and Supplies and Consumer Electronic Products,NET 45 DAYS,Fish and Wildlife,Blinds and shades
84.,84_7,04-14-2015,2014-2015,NON-IT Goods,$159.60,USD,QUIKRETE CEMENT 60 LB BAGS,$2.85,56.,Each,Unknown,Cement,Concrete and cement and plaster,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Cement and lime
86.,86_2,04-15-2015,2014-2015,NON-IT Goods,$683.57,USD,Shipping,$683.57,1.,Each,Unknown,Freight fee,Material packing and handling,Transportation and Storage and Mail Services,NET 30 DAYS,Fish and Wildlife,Material handling services
92.,92_1,04-17-2015,2014-2015,NON-IT Services,"$165,442.00",USD,Skunk Train coho barrier improvement project design,"$165,442.00",1.,Each,Trout Unlimited,Fishery resources protection or conservation,Fisheries and aquaculture,Farming and Fishing and Forestry and Wildlife Contracting Services,NET 30 DAYS,Fish and Wildlife,Fisheries oversight
96.,96_3,04-20-2015,2014-2015,IT Services,$-,USD,Term: For six months upon approval       Est. Term dates: 12/08/14 - 06/07/15,$-,1.,Each,"West Publishing Corporation dba Elite, a Thomson Reuters business",Document management software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Managed Health Care,Content management software
100.,100_1,04-20-2015,2014-2015,NON-IT Services,"$65,597.50",USD,Lelgal Services,"$65,597.50",1.,Each,"Longyear, O'Dea & Lavra",Legal Research Services,Legal services,Management and Business Professionals and Administrative Services,NET 60 DAYS,Corrections and Rehabilitation,Business law services
104.,104_1,04-21-2015,2014-2015,NON-IT Goods,"$22,820.00",USD,"The Contractor will provide a 2.5 day (20 hours) training to theincoming CCC Backcountry Trails ""BCTP"" Corpsmembers onwilderness survival techniques.","$22,820.00",1.,Each,Unknown,Re training or refreshing training services,Vocational training,Education and Training Services,NET 30 DAYS,Conservation Corps,In service training and manpower development
106.,106_3,04-21-2015,2014-2015,NON-IT Goods,"$2,099.70",USD,HyperFire Heavy-Duty Security Enclosure,$69.99,30.,Each,"Reconyx, LLP",Camera jig,Industrial process machinery and equipment and supplies,Industrial Manufacturing and Processing Machinery and Accessories,NET 30 DAYS,Fish and Wildlife,Holding and positioning and guiding systems and devices
109.,109_2,04-22-2015,2014-2015,NON-IT Goods,"$43,666.50",USD,US Coast Guard-Approved General Purpose; Youth Life Jacket (50-90lbs);One-Color Silk Screen Color Logo,$10.75,4062.,Each,Unknown,Life vests or preservers,Public safety and control,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 60 DAYS,Parks & Recreation,Water safety
112.,112_1,04-23-2015,2014-2015,NON-IT Goods,"$3,960.00",USD,"MSA COVERALL, X LARGE, TYCHEM F, SF(T) RF HD, ELASTIC WRIST, HOOD ANDBOOTS, REF. BRAND: DUPONT, # TF169TGY0020VC-XL-CHP, LAKELAND C3T151 XL",$33.00,120.,Each,Horizon Safety,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 60 DAYS,Highway Patrol,Emergency and field medical services kits
112.,112_5,04-23-2015,2014-2015,NON-IT Goods,$180.00,USD,"GLOVES, nitrile, unlined, X-large 10-10-1/2, Ref. Brand: Liberty #L12980C-XL",$0.90,200.,Each,Horizon Safety,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 60 DAYS,Highway Patrol,Emergency and field medical services kits
115.,115_1,04-24-2015,2014-2015,NON-IT Goods,"$6,250.00",USD,Portable Telemetry Receiver 159-170 MHz,$625.00,10.,Each,Unknown,Telemetry systems,Oil and gas drilling and exploration equipment,Mining and Well Drilling Machinery and Accessories,NET 60 DAYS,Fish and Wildlife,Well measurement and logging equipment
117.,117_3,04-24-2015,2014-2015,NON-IT Goods,$112.00,USD,Ring Electrode 6 in,$112.00,1.,Each,SMITH ROOT INC,Battery chargers,Batteries and generators and kinetic power transmission,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Batteries and cells and accessories
118.,118_2,04-27-2015,2014-2015,IT Services,$-,USD,PC COMMERICAL LICENSE PERIOD              (90PCDCLP),$-,12.,Each,Kroll Ontrack,Operating system software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Health Care Services,Software maintenance and support
118.,118_6,04-27-2015,2014-2015,IT Services,"$2,558.52",USD,PC MAINTENANCE              (90PCDM),$213.21,12.,Each,Kroll Ontrack,Operating system software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Health Care Services,Software maintenance and support
120.,120_2,04-28-2015,2014-2015,NON-IT Goods,"$26,040.00",USD,FSH fish feed,$0.62,42000.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,PCARD,Fish and Wildlife,Fish food
123.,123_2,04-28-2015,2014-2015,NON-IT Goods,$-,USD,tomatoes/salsa/marinara,$-,1.,Each,Highland Wholesale Foods Inc,Canned or jarred roma vf tomatoes,Canned or jarred vegetables,Food Beverage and Tobacco Products,NET 45 DAYS,Corrections and Rehabilitation,Canned or jarred tomatoes
127.,127_1,04-29-2015,2014-2015,IT Goods,$-,USD,"Plantronics Headsets , apple adapter",$-,1.,Each,"Ablegov, Inc.",Phone headsets,Communications Devices and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Franchise Tax Board,Personal communications device accessories or parts
128.,128_4,04-29-2015,2014-2015,IT Goods,$48.00,USD,RECYCLE FEE - WASTE FEE,$3.00,16.,Each,"Western Blue, an NWN Company",Notebook computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Social Services,Computers
132.,132_1,04-29-2015,2014-2015,NON-IT Goods,"$46,498.00",USD,Belly dump gravel,$13.88,3350.,Each,Butte Sand and Gravel,Gravel,Earth and stone,Mineral and Textile and Inedible Plant and Animal Materials,Unspecified,Fish and Wildlife,Stone
133.,133_4,04-30-2015,2014-2015,IT Goods,"$2,572.00",USD,Ruckus 3 year premium support for ZD3050 controller,"$2,572.00",1.,Each,"NETVAD, INC",Wireless fidelity base stations Wifi,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,High Speed Rail Authority,Network service equipment
136.,136_2,01-05-2015,2014-2015,NON-IT Goods,"$3,596.45",USD,"Binoculars, Nikon",$326.95,11.,Each,Adorama Camera,Binoculars,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,Fish and Wildlife,Viewing and observing instruments and accessories
136.,136_6,01-05-2015,2014-2015,NON-IT Goods,"$9,240.00",USD,Spotting Scope,$840.00,11.,Each,Adorama Camera,Fiber optic scope eyepiece,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Fish and Wildlife,Datacom and network connectivity installation devices and equipment
138.,138_2,05-05-2015,2014-2015,IT Services,"$3,978.70",USD,U.S. VMware vSphere 5 Essentials Plus Kit for 3 Hosts (Max 2 processorsper host)          (VS5-ESP-KIT-C),"$3,978.70",1.,Each,Western Blue Corporation,Integrated services digital network ISDN testers,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,Agricultural Labor Relations Board,Electronic and communication measuring and testing instruments
140.,140_3,04-05-2015,2014-2015,IT Goods,"$499,540.00",USD,LICENSE:  DynCRMBasisCAL ALNG Lic SAPk MVL UsrCAL #QZA-00253,$249.77,2000.,Each,CompuCom Systems inc.,License management software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Social Services,Business function specific software
144.,144_1,05-05-2015,2014-2015,IT Goods,$-,USD,dot net factory ad self service white pages,$-,1.,Each,"Ablegov, Inc.",Operating system software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 30 DAYS,Franchise Tax Board,Software maintenance and support
146.,146_2,06-05-2015,2014-2015,NON-IT Goods,$-,USD,Provide preventative maintenance and repair services for 5 years,$-,1.,Each,Unknown,Chemiluminescence or bioluminescence analyzers,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,State Hospitals,Chemical evaluation instruments and supplies
148.,148_2,06-05-2015,2014-2015,NON-IT Services,"$2,526.96",USD,Parts for repair to front loader tractor,"$2,526.96",1.,Each,"KERN MACHINERY, INC",,,,PCARD,Parks & Recreation,
176.,176_1,09-04-2014,2013-2014,NON-IT Goods,$480.48,USD,subscription renewal,$480.48,1.,Each,The Wall Street Journal,Newspaper or advertising material delivery services,Writing and translations,Editorial and Design and Graphic and Fine Art Services,NET 30 DAYS,Pesticide Regulation,News and publicity services
178.,178_1,11-04-2014,2013-2014,NON-IT Goods,"$3,125.00",USD,E-6013 1/8 welding electrodes,$1.25,2500.,Each,Harris Industrial Gases,Electrodes,Electrical equipment and components and supplies,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 30 DAYS,Corrections and Rehabilitation,Electrical lugs plugs and connectors
178.,178_5,11-04-2014,2013-2014,NON-IT Goods,"$3,750.00",USD,E-7024 1/8 welding electrodes,$1.50,2500.,Each,Harris Industrial Gases,Electrodes,Electrical equipment and components and supplies,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 30 DAYS,Corrections and Rehabilitation,Electrical lugs plugs and connectors
180.,180_1,11-04-2014,2013-2014,NON-IT Goods,"$22,050.00",USD,Sondes & Display,"$22,050.00",1.,Each,Measurement Specialties,Underwater communication system,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Fish and Wildlife,Fixed network equipment and components
183.,183_1,04-14-2014,2013-2014,NON-IT Services,"$20,000.00",USD,Generator Pump Repair,"$20,000.00",1.,Each,James Ulm,Generator control or protection panels,Power generation,Power Generation and Distribution Machinery and Accessories,NET 15 DAYS,Corrections and Rehabilitation,Power generation control equipment
186.,186_3,10-31-2014,2014-2015,IT Services,"$28,000.00",USD,"Trenching from 1700 9th Street to 1416 9th Street in Sacramento, CA.","$28,000.00",1.,Each,Electric Lightwave LLC dba Integra Telecom,Fiber optic cable,Electrical wire and cable and harness,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Electrical cable and accessories
188.,188_1,04-15-2014,2013-2014,NON-IT Goods,"$6,789.48",USD,"CSP-SAN QUENTIN CARPENTERS PURCHASE ORDER FOR VARIOUS CARPENTRY: LUMBER, DRYWALL SCREW AND SHEETROCK.","$6,789.48",1.,Each,Procurement Management Solutions,Framing lumber,Structural components and basic shapes,Structures and Building and Construction and Manufacturing Components and Supplies,NET 30 DAYS,Corrections and Rehabilitation,Structural products
195.,195_1,09-05-2014,2013-2014,IT Goods,$912.00,USD,APC Smart-UPS 1500VA USB & Serial 100V B,$456.00,2.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
195.,195_5,09-05-2014,2013-2014,IT Goods,$381.48,USD,HP 3800 1 m Stacking Cable,$190.74,2.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
195.,195_9,09-05-2014,2013-2014,IT Goods,$648.00,USD,Juniper Care Next Day Support for WLA532E,$162.00,4.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
196.,196_2,05-01-2015,2014-2015,NON-IT Goods,"$27,950.00",USD,"Rigging Training System - Model 46109, (ASP)","$13,975.00",2.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
196.,196_6,05-01-2015,2014-2015,NON-IT Goods,"$13,975.00",USD,"Rigging Train System, Model 46109, (MCSP)","$13,975.00",1.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
196.,196_10,05-01-2015,2014-2015,NON-IT Goods,"$27,950.00",USD,"Rigging Train System, Model 46109, (SVSP)","$13,975.00",2.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
198.,198_2,04-22-2014,2013-2014,NON-IT Goods,"$5,880.00",USD,Japanese Millet Seed 50 lb. Bags,$73.50,80.,Each,Crop Production Services,,,,NET 60 DAYS,Fish and Wildlife,
201.,201_2,04-22-2014,2013-2014,NON-IT Goods,"$7,533.00",USD,straw wattles,$0.93,8100.,Each,Safe-T-Lite,Straw,Non edible plant and forestry products,Mineral and Textile and Inedible Plant and Animal Materials,NET 30 DAYS,Parks & Recreation,Plant fibers
203.,203_1,04-23-2014,2013-2014,NON-IT Goods,"$15,437.50",USD,EXTRUDED 450 5/32 FLOATING BULK,$61.75,250.,Each,"Rangen, Inc.",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
203.,203_5,04-23-2014,2013-2014,NON-IT Goods,"$6,300.00",USD,EXTRUDED 450 3/32 FLOATING BULK,$63.00,100.,Each,"Rangen, Inc.",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
204.,204_4,04-23-2014,2013-2014,NON-IT Goods,"$2,850.00",USD,2.5 CLASSIC FRY,$0.57,5000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
